entry_name,saved_mol_path,mapping_csv_path,mapping_status,overall_status,n_frags_in_input,frag_sizes_in_input,host_atoms_total,host_atoms_heavy_noH,guest_atoms_total,guest_atoms_heavy_noH,guest_ref_heavy_noH,cd_axis_dot_to_ref,cd_orientation_ok,guest_depth_A_from_midpoint_to_O6,guest_depth_A_from_ref_midpoint_to_O6,guest_angle_deg_vs_axis,guest_rmsd_noH,guest_rmsd_status,guest_atoms_used_in_rmsd,guest_match_mode,guest_full_match_coverage_percent,guest_mcs_coverage_percent,guest_orientation,guest_orientation_status,guest_orientation_span_A,guest_orientation_distance_A,guest_orientation_atom_pair,guest_orientation_atoms_used,match_ref_matches_count,match_prb_matches_count,match_total_pairings,match_mapping_is_unique,match_best_rmsd_is_tie,match_best_rmsd_second_best_delta,guest_smiles_original_debug,guest_smiles_matching_debug
Complex_A_midplaneZY (30z)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(30z)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(30z)_pf.csv,ok,ok,2,"147,28",147,77,28,15,15,0.9998978290208075,1,-0.277690798,-0.353586406,60.38376199331933,1.3104117709696685,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495694624877142,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,0.49600742501530903,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (4H2O)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(4H2O)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(4H2O)_pf.csv,ok,ok,6,"147,28,3,3,3,3",147,77,28,15,15,0.9999968507509018,1,-0.186409768,-0.160722419,31.091115967478558,0.032448270475420246,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495725276,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2157970623667969,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (90z_complex)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(90z_complex)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(90z_complex)_pf.csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (arom1)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(arom1)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(arom1)_pf.csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_resonance_relaxed,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1=[CH:155][CH:157]=[CH:159][CH:158]=[CH:156]1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (arom2)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(arom2)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(arom2)_pf.csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_resonance_relaxed,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1=[CH:156][CH:158]=[CH:159][CH:157]=[CH:155]1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (CH3)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(CH3)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(CH3)_pf.csv,ok,ok,2,"147,28",147,77,28,13,15,0.9999994855444273,1,-0.547351547,-0.546865661,14.600129993002735,0.003042639,ok,13,mcs,,100,1,ok,6.595396747667222,6.595397168812304,A: C150->C150 | B: C157->C159,13,2,2,4,0,1,1.3373258731739588,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([CH3:150])[CH2:151][C:152]1:[CH:153]:[CH:155]:[CH:157]:[CH:156]:[CH:154]:1)[C:159]([CH3:158])=[O:160],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150])[C:151][C:152]1[C:153][C:155][C:157][C:156][C:154]1)[C:159]([C:158])[O:160]
Complex_A_midplaneZY (COO)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(COO)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(COO)_pf.csv,ok,ok,2,"147,27",147,77,27,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (cyclohexane)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(cyclohexane)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(cyclohexane)_pf.csv,ok,ok,2,"147,34",147,77,34,15,15,0.9999991954711962,1,-0.18639828,-0.184090803,31.091961937623417,0.004068999,ok,15,full_guest_topology_relaxed,100,,1,ok,7.495684849816523,7.495704970536896,A: O151->O151 | B: C159->C159,15,1,7,7,1,0,0.8094800026202059,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C@@H:154]1[CH2:155][CH2:157][CH2:159][CH2:158][CH2:156]1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (N)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(N)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(N)_pf.csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,14,mcs,,93.33333333333333,1,ok,7.122329951520737,7.122329951520737,A: O151->O151 | B: C157->C157,14,2,2,4,0,1,1.291630753818717,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[N:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][N:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (no arom)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(no_arom)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(no_arom)_pf.csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_topology_relaxed,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,7,7,1,0,0.8135370771980428,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][CH:154]1[CH2:155][CH2:157][CH2:159][CH2:158][CH2:156]1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (no CD)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(no_CD)_pf.mol,,probe_cd_axis_missing,guest_match_probe_cd_axis_missing,1,28,28,15,0,0,15,,,,,,,probe_cd_axis_missing,0,none,,,,probe_cd_axis_missing,,,probe_cd_axis_missing,0,,,,,,,,
Complex_A_midplaneZY (no G)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(no_G)_pf.mol,,no_guest,guest_match_no_guest,1,147,147,77,0,0,15,0.9999987339061882,1,,,,,no_guest,0,none,,,,no_guest,,,no_guest,0,0,0,0,0,0,,,
Complex_A_midplaneZY (partial NHCO)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(partial_NHCO)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(partial_NHCO)_pf.csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_topology_relaxed,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,7,7,1,0,0.8135370771980428,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[N:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1):[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (unmodif)_pf,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(unmodif)_pf.mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(unmodif)_pf.csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
